id,retailer,fascia,store_name,add_one,add_two,town,suburb,postcode,long_wgs,lat_wgs,bng_e,bng_n,pqi,open_date,size_band,county
1010015249,Marks and Spencer,Marks and Spencer Hospital,M&S St Helier Hospital,St Helier Hospital,Wrythe Lane,London,St Helier,SM5 1AA,-0.1833835412176217,51.38015317119956,526522.4052986657,166132.6473465945,Rooftop,20189999.0,"< 3,013 ft2 (280m2)",Greater London
1010006079,Tesco,Tesco Express Esso,Tesco North Cheam Esso Express,668 London Road,North Cheam,London,North Cheam,SM3 9BY,-0.2224029594530343,51.37579674050605,523818.8214916846,165581.648139472,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010001783,Marks and Spencer,Marks and Spencer BP,M&S Cambridge Rd Carshalton BP,322-332 Carshalton Road,Carshalton,London,Carshalton,SM5 3QB,-0.172373824118035,51.36291324453289,527336.34150079,164234.57814117806,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010019365,Aldi,Aldi,Aldi Cheam,673-683 London Road,,London,North Cheam,SM3 9DL,-0.223004256934944,51.37585499179599,523776.81665216375,165587.11150489812,Rooftop,20211209.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010020479,Waitrose,Little Waitrose Shell,Little Waitrose Shell Sutton,56-58 Cheam Road,,London,Sutton,SM1 2SS,-0.200214987612644,51.3613029952861,525402.5683679823,164007.5828503209,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010015823,Budgens,Budgens,Budgens Carshalton,Green Wrythe Lane,,London,St Helier,SM5 1JQ,-0.1742089521208285,51.38430961464467,527149.3453008261,166610.71038712753,Rooftop,20199999.0,"< 3,013 ft2 (280m2)",Greater London
1010003827,Sainsburys,Sainsburys Local,Sainsburys Carshalton High Street Local,52-56 High Street,,London,Carshalton,SM5 3AG,-0.1610491797666191,51.36515649263103,528118.4515027965,164503.73814363836,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010019303,Lidl,Lidl,Lidl London - Sutton Town Centre,268-270 High St,,London,Sutton,SM1 1PG,-0.1942290339458933,51.36805481065043,525800.8093311312,164768.64115600107,Rooftop,20210812.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010005654,Tesco,Tesco Express,Tesco Sutton Brighton Rd Express,14-17 Regent Parade,Brighton Road,London,Sutton,SM2 5BQ,-0.1913641035327551,51.358259940097966,526027.0914974251,163684.34813669656,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010015793,The Co-operative Group,The Co-operative Food,Co-op London - Chiswick High Road,578-586 Chiswick High Road,,London,Gunnersbury,W4 5RP,-0.274921081688643,51.49270940554369,519857.6524878559,178495.52554671705,Rooftop,20199999.0,"< 3,013 ft2 (280m2)",Greater London
1010002601,Morrisons,Morrisons,Morrisons Acton London,King Street,Acton,London,Acton,W3 9LA,-0.2726378652154529,51.508390093189234,519975.0014811576,180243.0381864222,Rooftop,,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Greater London
1010003966,Sainsburys,Sainsburys Local,Sainsburys Ealing Common Uxbridge Road Local,437b Uxbridge Road,,London,Acton,W5 3NW,-0.2876056998466514,51.50995320823085,518932.2414784052,180392.4581850332,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010014903,Sainsburys,Sainsburys Local,Sainsburys North Acton Station Local,3 Victoria Road,,London,North Acton,W3 6UP,-0.260755077574311,51.52331797434037,520760.1546831392,181922.62699413003,Rooftop,20179999.0,"< 3,013 ft2 (280m2)",Greater London
1010020314,The Co-operative Group,The Co-operative Food,Co-op Park Royal - Hanger Green,12-15 Hanger Green,,London,Ealing,W5 3AY,-0.2848556737956221,51.52645517326016,519080.06464842655,182232.0399121011,Rooftop,20229999.0,"< 3,013 ft2 (280m2)",Greater London
1010000761,Asda,Asda Superstore,Asda Park Royal Superstore,2-20 Western Road,Park Royal,London,North Acton,NW10 7LW,-0.2702746892432609,51.5286349171985,520085.7814813368,182498.24819502048,Rooftop,,"30,138 ft2 > (2,800 m2)",Greater London
1010003937,Sainsburys,Sainsburys Local,Sainsburys Brentford Kew Bridge Road Local,Unit 9,8 Kew Bridge Road,London,Brentford,TW8 0ES,-0.2881339216559668,51.48847852529269,518951.43358989,178003.49867277563,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010023371,The Co-operative Group,The Co-operative Food,Co-op Alperton - Grand Union,6 Caldon Boulevard,,London,Alperton,HA0 1EX,-0.2834738282974092,51.5401566746325,519140.1737932584,183757.97667760385,Rooftop,20240628.0,"< 3,013 ft2 (280m2)",Greater London
1010024619,Tesco,Tesco Express,Tesco Ealing Northfield Express,101-103 Northfield Avenue,,London,Northfields,W13 9QR,-0.317239869,51.50359097,516892.1086615482,179637.24408297014,Third Party,20249999.0,"< 3,013 ft2 (280m2)",Greater London
1010003965,Sainsburys,Sainsburys Local,Sainsburys Ealing Broadway Local,30-33 The Broadway,,London,Ealing,W5 2NP,-0.3022114551252934,51.51405309614583,517908.13147568126,180824.7781847296,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010023646,Lidl,Lidl,Lidl The Broadway,The Broadway 90 - 94,,London,West Ealing,W13 0SY,-0.3247152002929277,51.51021237965142,516356.4476870164,180361.68468268623,Rooftop,20250220.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010022446,Tesco,Tesco Express,Tesco Hanwell Square Exp,Hanwell Square 75-117 Boston Road,,London,Hanwell,W7 3SA,-0.3367711289299072,51.50598034673088,515530.5490416075,179871.97650317464,Rooftop,20249999.0,"< 3,013 ft2 (280m2)",Greater London
1010014919,Marks and Spencer,Marks and Spencer Foodhall,M&S Greenford Foodhall,Unit 10 Westway Cross Shopping Park,,London,Greenford,UB6 0UW,-0.33898455467348,51.542025210553966,515285.9555685629,183876.91329123263,Rooftop,20170830.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010005834,Tesco,Tesco Express,Tesco Southall King St Express,44-48 King Street,Southall,London,Southall,UB2 4DB,-0.3832748603991815,51.50051250599172,512316.65146091394,179191.6081681935,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010022706,Morrisons,Morrisons,Morrisons Brentford Waterside,127 High Street,,London,Brentford,TW8 8EW,-0.3119605867563654,51.4821581294105,517313.4614631895,177262.22716918943,Rooftop,20230928.0,"30,138 ft2 > (2,800 m2)",Greater London
1010024030,Lidl,Lidl,Lidl Brentford,228-246 High Street,,London,Brentford,TW8 0JG,-0.305655487631549,51.48383933872514,517746.9304028007,177459.29864624242,Rooftop,20250605.0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Greater London
1010008078,The Co-operative Group,The Co-operative Food,Co-op Harold Hill,8 Farnham Road,Harold Hill,London,Harold Hill,RM3 8DX,0.2183232202892728,51.60680459831676,553712.1596664368,192105.0313919296,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010015073,Lidl,Lidl,Lidl Harold Hill London,131-133 Gooshays Drive,Romford,London,Harold Hill,RM3 8AE,0.2242851129078646,51.605831725795774,554128.2572674607,192009.3965923153,Rooftop,20180517.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010020613,Aldi,Aldi,"Aldi Rom Valley Retail Park, Romford",Rom Valley Retail Park,,London,Heath Park,RM7 0AN,0.1852890565815906,51.56892687806292,551550.7715491207,187824.1156319051,Rooftop,20221199.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010020576,Budgens,Budgens,Budgens Romford,Tayberry Court,35 Briar Road,London,Harold Hill,RM3 8SN,0.2138759472195892,51.59984837200388,553427.6611981249,191322.1630172875,Rooftop,20221299.0,"< 3,013 ft2 (280m2)",Greater London
1010001769,Marks and Spencer,Marks and Spencer BP,M&S Hornchurch BP,Southend Arterial Road,,London,Emerson Park,RM11 3UJ,0.240395095270401,51.5798302025586,555332.3715704938,189152.1282839292,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010011531,Chelmsford Star Co-operative Society,The Co-operative Food,Co-op Mungo Park,150 Mungo Park Road,,London,Elm Park,RM13 7PP,0.1922362860527731,51.54028495956803,552127.6815627582,184653.5682617053,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010010618,Tesco,Tesco Express,Tesco Romford Marlborough Express,Mawney Road,,London,Romford,RM7 8AB,0.1642353943699202,51.582420389254594,550047.3615575044,189281.1982750055,Rooftop,20159999.0,"< 3,013 ft2 (280m2)",Greater London
1010007336,Lidl,Lidl,Lidl Romford London,Atlanta Boulevard,South Street,London,Romford,RM1 1TB,0.1831453929315155,51.57378984653106,551386.0715608369,188360.4382740049,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010005534,Tesco,Tesco Express,Tesco Butts Rd Express,77-79 Butts Green Road,Hornchurch,London,Emerson Park,RM11 2LD,0.2187658984519563,51.57166569079296,553861.4215669219,188198.5382778188,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010014997,The Co-operative Group,The Co-operative Food,Co-op Upminster Road - Upminster,166 Upminster Road,,London,Upminster,RM14 2RB,0.2382971512194301,51.55843650217149,555259.8526703769,186768.7243750509,Rooftop,20189999.0,"< 3,013 ft2 (280m2)",Greater London
1010000785,Asda,Asda Superstore,Asda Romford Superstore,Dolphin Approach,Mercury Gardens,London,Romford,RM1 3EE,0.1855602893043789,51.579472510463546,551534.5115611831,188997.34827661733,Rooftop,,"30,138 ft2 > (2,800 m2)",Greater London
1010005531,Tesco,Tesco Express,Tesco Dagenham Oxlow Ln Express,201 Oxlow Lane,Dagenham,London,Becontree Heath,RM10 7YA,0.152724033849251,51.551635229639565,549350.6615558863,185834.3382610667,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010003189,Sainsburys,Sainsburys,Sainsburys Romford,1 The Brewery,,London,Romford,RM1 1AU,0.1799654990764222,51.5749151612052,551162.0015602813,188478.9982740442,Rooftop,,"30,138 ft2 > (2,800 m2)",Greater London
1010001545,Marks and Spencer,Marks and Spencer,M&S Romford,39 South Street,,London,Romford,RM1 1NT,0.1819231554889355,51.57747787833399,551289.1415605857,188768.01827533383,Rooftop,,"30,138 ft2 > (2,800 m2)",Greater London
1010005539,Tesco,Tesco Express,Tesco Cranham Express,78-81 Front Lane,Cranham,London,Cranham,RM14 1XL,0.2666934906407949,51.561909256838,557216.1415751305,187215.5182801445,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010015993,Budgens,Budgens,Budgens MRH Romford,Farringdon Avenue Harold Hill,,London,Harold Hill,RM3 0AB,0.2170265658903392,51.59739969665996,553654.1053920825,191056.4855531901,Rooftop,20199999.0,"< 3,013 ft2 (280m2)",Greater London
1010015875,Budgens,Budgens,Budgens Romford,57-63 London Road,,London,Romford,RM7 9QA,0.1756575903085757,51.575156858316895,550862.7086219717,188496.98333147424,Rooftop,20199999.0,"< 3,013 ft2 (280m2)",Greater London
1010010918,Iceland,Iceland,Iceland Upminster,47-49 Corbets Tey Road,,London,Upminster,RM14 2AL,0.2485348644902478,51.5543617374172,555983.4015721506,186337.3882747484,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010000408,Aldi,Aldi,Aldi Dagenham London,Unit 1A Ripple Road,,London,Dagenham,RM9 6SJ,0.1448250872731007,51.53094750573101,548870.5215547582,183517.77825169067,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010000407,Aldi,Aldi,Aldi Marlborough Road Romford London,7-9 Marlborough Road,,London,Romford,RM7 8AD,0.1632865629723973,51.581656592277625,549984.1415573515,189194.31827456737,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010008077,The Co-operative Group,The Co-operative Food,Co-op Harold Wood,15 Station Road,Harold Wood,London,Harold Wood,RM3 0BP,0.2334000830527554,51.59358112666278,554801.0262691515,190666.38878855604,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010021160,The Southern Co-operative,The Co-operative Food,Co-op FR Upminster,28 Station Road,,London,Upminster,RM14 2UB,0.2498100126933364,51.55723999543816,556061.9480270427,186660.1642996323,Rooftop,20230499.0,"< 3,013 ft2 (280m2)",Greater London
1010003761,Sainsburys,Sainsburys Local,Sainsburys Romford North Street Local,137 North Street,Romford,London,Romford,RM1 1ED,0.1760819812989487,51.58208518987031,550869.1815595347,189268.2882764249,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010008107,The Co-operative Group,The Co-operative Food,Co-op Rose Lane,101/107 Rose Lane,Marks Gate East,London,Chadwell Heath,RM6 5NR,0.135690852225687,51.58422537429685,548063.9766525858,189423.75467198185,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010004883,Tesco,Tesco Express,Tesco Chingford Express,28-30 Station Road,,London,Chingford,E4 7BE,0.0048828388137693,51.63198728936536,538856.35152924,194478.3982741207,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010023817,Aldi,Aldi,"Aldi 4 Wimbledon Bridge, London",4 Wimbledon Bridge,,London,Wimbledon,SW19 7NW,-0.2065865806828282,51.42068421993792,524797.4516198507,170600.0579794555,Rooftop,20250515.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010021915,Marks and Spencer,Marks and Spencer Simply Food,M&S Earlsfield SF,170 Penwith Road,,London,Earlsfield,SW18 4QA,-0.1892958493216684,51.44253662396783,525939.5793307591,173059.674068556,Rooftop,20231116.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010005734,Tesco,Tesco Express,Tesco Tooting Express,50-56 London Road,Tooting,London,Tooting,SW17 9HP,-0.1622850675837939,51.418870639058085,527882.6815020848,170474.69816508883,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010022014,Cook,Cook,Cook Southfields,29 Replingham Road Southfields,,London,Southfields,SW18 5LT,-0.2050128,51.445018,524840.5780750997,173308.73159703234,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010011012,Iceland,Iceland,Iceland Mitcham Road Tooting,132 Mitcham Road,,London,Tooting,SW17 9NH,-0.1637578109212663,51.42435763081582,527764.9915017674,171082.29816710175,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010003866,Sainsburys,Sainsburys Local,Sainsburys Earlsfield Local,282 Magdalen Road,Earlsfield,London,Earlsfield,SW18 3NY,-0.1871582402535115,51.442154891393855,526089.181497388,173020.89817110164,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010013979,Lidl,Lidl,Lidl Summerstown London,Plough Lane,,London,Summerstown,SW17 0BW,-0.1848040282586925,51.43029944391224,526285.4514979321,171706.58816662844,Rooftop,20160811.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010003869,Sainsburys,Sainsburys Local,Sainsburys London Wimbledon Broadway Local,120 The Broadway,,London,Wimbledon,SW19 1RH,-0.2001897923853735,51.41945534968861,525245.5614952734,170474.3081601417,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010019353,Tesco,Tesco Express,Tesco Beaumont Road Express,129-139 Beaumont Road,,London,Southfields,SW19 6RY,-0.2156535055106118,51.4483296281781,524092.1771960208,173658.93174303003,Rooftop,20219999.0,"< 3,013 ft2 (280m2)",Greater London
1010006096,Tesco,Tesco Express Esso,Tesco Colliers Wood Esso Express,164-168 High Street,Colliers Wood,London,Collier's Wood,SW19 2BN,-0.1782672212071598,51.4188052309077,526771.6214992205,170439.67816287745,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010003871,Sainsburys,Sainsburys Local,Sainsburys Wandsworth Merton Road Local,400 Durnsford Road,,London,Wimbledon Park,SW19 8DZ,-0.1977570072269602,51.43905492662567,525361.1014955125,172657.9981684017,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010015773,The Co-operative Group,The Co-operative Food,Co-op Colliers Wood Station,Units 5 and 11 Christchurch Road,,London,Collier's Wood,SW19 2FA,-0.1783387618031235,51.4175224788134,526770.1932155081,170296.9091429116,Rooftop,20199999.0,"< 3,013 ft2 (280m2)",Greater London
1010006534,Waitrose,Little Waitrose,Little Waitrose Wimbledon Hill,2 Wimbledon Hill Road,Wimbledon,London,Wimbledon,SW19 7NS,-0.2073608816401652,51.42089183513521,524743.0514939673,170621.82815973816,Rooftop,20110620.0,"< 3,013 ft2 (280m2)",Greater London
1010003864,Sainsburys,Sainsburys Local,Sainsburys Tooting Mitcham Road Local,196 Mitcham Road,,London,Tooting,SW17 9NN,-0.1610965604071185,51.42315532105668,527953.3615022557,170953.2381669815,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010023982,Morrisons,Morrisons Daily,Morrisons Dailly Durnsford Road,23 Durnsford Road,,London,Summerstown,SW19 8GY,-0.1900204875332273,51.42906233633927,525926.238687207,171560.04758848116,Rooftop,20250509.0,"< 3,013 ft2 (280m2)",Greater London
1010005748,Tesco,Tesco Express,Tesco Wimbledon Chase Express,367-373 Kingston Road,Wimbledon Chase,London,Wimbledon Chase,SW20 8JX,-0.213544122924196,51.40957689761058,524343.819092964,169353.0742543235,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010003231,Sainsburys,Sainsburys,Sainsburys Morden,London Road,,London,Morden,SM4 5HT,-0.1929105211147344,51.40313248874534,525796.4414967418,168671.6181545469,Rooftop,,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Greater London
1010023596,Morrisons,Morrisons Daily,Morrisons Daily Northwood,117 Pinner Rd,,London,Northwood Hills,HA6 1DA,-0.4102823494862395,51.60270630085797,510195.1453799627,190515.31388393303,Rooftop,20241199.0,"< 3,013 ft2 (280m2)",Greater London
1010021998,Cook,Cook,Cook Northwood,10 Clive Parade Green Lane Northwood,,London,Northwood,HA6 2QF,-0.4253297,51.6116995,509131.5317913654,191492.88493432227,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010006333,Tesco,Tesco Extra,Tesco Twickenham Extra,Mogden Lane,Isleworth,London,Isleworth,TW7 7JY,-0.3374660649630294,51.45897845859229,515601.0014698696,174643.99815743044,Rooftop,,"30,138 ft2 > (2,800 m2)",Greater London
1010006332,Tesco,Tesco Extra,Tesco Osterley Extra,Osterley Park,Syon Lane,London,Brentford End,TW7 5NZ,-0.3301427245215101,51.48569859151384,516042.0014709024,177626.99816934258,Rooftop,,"30,138 ft2 > (2,800 m2)",Greater London
1010013907,Tesco,Tesco Express,Tesco Spring Grove Express,Spring Grove Road,,London,Spring Grove,TW7 4HL,-0.3439942679265319,51.47496221912465,515107.291468482,176411.20816306764,Rooftop,20160628.0,"< 3,013 ft2 (280m2)",Greater London
1010010931,Iceland,Iceland,Iceland Hounslow West,288 Bath Road,,London,Hounslow West,TW4 7DN,-0.3862582554680114,51.472674640792015,512177.81146070303,176091.2881563885,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010000833,Asda,Asda Superstore,Asda Feltham Superstore,Tiiley Road,Feltham,London,Feltham,TW13 4BH,-0.4121624641859412,51.44680565635914,510441.1214562013,173175.16814227396,Rooftop,,"30,138 ft2 > (2,800 m2)",Greater London
1010015940,Iceland,Iceland,Iceland Hounslow 2,147-161 High Street,,London,Hounslow,TW3 1QL,-0.3591919504814551,51.46929998145215,514065.9754835792,175757.7760036912,Rooftop,20190299.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010004426,Tesco,Tesco,Tesco Feltham Superstore,Dukes Green Avenue,Feltham,London,North Feltham,TW14 0LH,-0.4149836363789044,51.45930563216987,510215.0014555306,174560.99814700038,Rooftop,,"30,138 ft2 > (2,800 m2)",Greater London
1010006857,Waitrose,Waitrose MSA,Waitrose at London Gateway,M1 Junction 2/4,,London,Edgware,NW7 3HB,-0.2642419761135309,51.63138291813084,520232.9914810232,193934.408238078,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010000363,Aldi,Aldi,Aldi Kingsbury London,632-640 Kingsbury Road,Kingsbury,London,Kingsbury,NW9 9HN,-0.279937290682462,51.58525901417814,519267.461478818,188779.4082169636,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010023631,Sainsburys,Sainsburys,Sainsburys Hendon,2 Henshaw Parade,,London,Colindale,NW9 6GH,-0.2448461008963182,51.58245793094049,521705.9848947087,188525.6855009528,Rooftop,20241120.0,"30,138 ft2 > (2,800 m2)",Greater London
1010001746,Marks and Spencer,Marks and Spencer BP,M&S Blackbird BP,Brent Cross,,London,Wembley Park,NW9 8SD,-0.264474625660952,51.56501662641781,520392.1114819204,186553.6382107128,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010014018,Tesco,Tesco Express,Tesco Mill Hill Broadway Express,59-61 Mill Hill Broadway,,London,Mill Hill,NW7 3DA,-0.2467730141273108,51.61499902399177,521485.6914844512,192141.2682336499,Rooftop,20169999.0,"< 3,013 ft2 (280m2)",Greater London
1010005990,Tesco,Tesco Express Esso,Tesco Stanmore Esso Express,Honeypot Lane,Stanmore,London,Queensbury,HA7 1JN,-0.2941809997856702,51.59629758930654,518252.0414760536,189983.8582195912,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010002995,Sainsburys,Sainsburys,Sainsburys Edgware,Broadwalk Shopping Centre,Station Road,London,Edgware,HA8 7BQ,-0.2757699960802142,51.61182451090615,519486.4814792026,191740.478228462,Rooftop,,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Greater London
1010023506,Tesco,Tesco Express,Tesco Watling Ave Express,74 -76 Watling Avenue,,London,Burnt Oak,HA8 0LU,-0.2646809097615692,51.60197693035449,520280.26278347103,190663.529337998,Rooftop,20241129.0,"< 3,013 ft2 (280m2)",Greater London
1010009180,The Co-operative Group,The Co-operative Food,Co-op Mays Lane,187 Mays Lane,,London,Chipping Barnet,EN5 2DY,-0.2033106977185799,51.645736446029765,524410.6376918973,195632.55155211897,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010006725,Waitrose,Waitrose,Waitrose Mill Hill,2 Langstone Way,Mill Hill,London,Mill Hill East,NW7 1GU,-0.2090713910673306,51.60724262969331,524117.0014914122,191341.9982354993,Rooftop,,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Greater London
1010005405,Tesco,Tesco Express,Tesco Hendon Beaufort Park Express,8 Armitage Avenue,Hendon,London,Colindale,NW9 5AA,-0.2429196680930142,51.59632059276099,521802.4014854188,190070.5082264751,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010024578,Tesco,Tesco Express,Tesco Regents Park Road Express,206 Regents Park Road,,London,Finchley,N3 3HP,-0.1981171303072658,51.59613928321134,524905.9564364123,190125.88205640408,Third Party,20250821.0,"< 3,013 ft2 (280m2)",Greater London
1010014880,Waitrose,Little Waitrose,Little Waitrose Finchley Central,Gateway House,,London,Finchley,N3 2LN,-0.1950220577003494,51.59989100751429,525110.0217940578,190548.38453435805,Rooftop,20170915.0,"< 3,013 ft2 (280m2)",Greater London
1010021457,Tesco,Tesco Express,Tesco East Finchley Express,208-210 High Road,,London,East Finchley,N2 9AY,-0.1668989242058062,51.59316770447563,527076.4381365958,189849.1847801294,Rooftop,20230999.0,"< 3,013 ft2 (280m2)",Greater London
1010010904,Iceland,Iceland,Iceland East Finchley,21-25 Viceroy Parade,,London,East Finchley,N2 8AQ,-0.1645545996842655,51.59016865065151,527247.1914996856,189519.7482344528,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010005390,Tesco,Tesco Express,Tesco Golders Green Express,136-144 Golders Green Road,,London,Golders Green,NW11 8HB,-0.2012499072784478,51.574288080651854,524748.7614932803,187690.5582230196,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010001512,Marks and Spencer,Marks and Spencer,M&S Brent Cross,Brent Cross Shopping Centre,Hendon,London,Brent Cross,NW4 3FE,-0.2231946444481948,51.57611039567357,523223.1937473019,187856.0326289748,Rooftop,,"30,138 ft2 > (2,800 m2)",Greater London
1010021936,Cook,Cook,Cook Barnes,50 Barnes High Street,,London,Barnes,SW13 9LN,-0.2498828,51.4737928,521646.0605748313,176433.1649839055,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010007412,Lidl,Lidl,Lidl Norbury London,1 Hermitage Lane,,London,Norbury,SW16 3LH,-0.1237594160135485,51.41435155068502,530574.2315090059,170040.048168534,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010022409,Sainsburys,Sainsburys Local,Sainsburys Streatham - Greyhound Lane Local,20 Greyhound Ln,,London,Streatham Vale,SW16 5SD,-0.134112,51.418707,529842.0158212535,170506.00265958882,Rooftop,20240118.0,"< 3,013 ft2 (280m2)",Greater London
1010005602,Tesco,Tesco Express,Tesco Crystal Palace Express,74 Anerley Road,Crystal Palace,London,Crystal Palace,SE19 2AH,-0.0736208446845331,51.41689760553224,534053.241517873,170413.62817641045,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010008504,The Co-operative Group,The Co-operative Food,Co-op Elmers End,70-72 Elmers End Road,Elmers End,London,Anerley,SE20 7UX,-0.0578412074323184,51.40620396425359,535181.9485207547,169253.44847426785,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010008124,The Co-operative Group,The Co-operative Food,Co-op Thornton Heath,26-28 Green Lane,,London,Norbury,CR7 8BB,-0.1056530396781064,51.40873138653747,531849.4400122764,169447.46836874774,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010014944,The Co-operative Group,The Co-operative Food,Co-op South Lodge Avenue - Mitcham,32 South Lodge Avenue,,London,Mitcham,CR4 1LU,-0.1328938056786968,51.39985178431378,529980.133407514,168411.4258614501,Rooftop,20189999.0,"< 3,013 ft2 (280m2)",Greater London
1010007006,Lidl,Lidl,Lidl Western Road Mitcham London,9-17 Western Road,,London,Mitcham,CR4 3ED,-0.166232347540145,51.40580873098694,527644.5715015032,169015.30815928365,Rooftop,,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010000963,Asda,Asda Supermarket,Asda Mitcham Supermarket,St James Estate Bond Road,Mitcham,London,Mitcham,CR4 3EB,-0.1682907398604305,51.4074383724349,527496.8815011191,169192.9481596573,Rooftop,,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Greater London
1010013003,Farmfoods,Farmfoods,Farmfoods Mitcham London,Unit 1-3 Upper Green East,Majestic Way,London,Mitcham,CR4 2JS,-0.1629816730562989,51.40613667833482,527869.7415020823,169057.43815985945,Rooftop,,"< 3,013 ft2 (280m2)",Greater London
1010024574,Tesco,Tesco Express,Tesco Church Rd Mitcham Express,Boundary Business Court 92-94 Church Road,,London,Mitcham,CR4 3TD,-0.1765183080921797,51.40545818415023,526930.1533254397,168958.4780706243,Third Party,20250807.0,"< 3,013 ft2 (280m2)",Greater London
1010013490,Marks and Spencer,Marks and Spencer Hospital,M&S Croydon University Hospital,530 London Road,,London,Thornton Heath,CR7 7YE,-0.1096893316021199,51.38894778571574,531625.4715117384,167240.25816024898,Rooftop,20169999.0,"< 3,013 ft2 (280m2)",Greater London
1010000097,Aldi,Aldi,Aldi Selsdon/South Croydon London,232-236 Addington Road,Selsdon,London,Selsdon/South Croydon,CR2 8LE,-0.059131563993309,51.34493659763674,535272.5515210324,162438.1281495738,Rooftop,,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)",Greater London
1010019483,Aldi,Aldi,Aldi Purley Way,Purley Way,,London,Waddon,CR0 4XJ,-0.1189142201916639,51.37230401075187,531031.1350783675,165372.9421952662,Rooftop,20210923.0,"3,013 < 15,069 ft2 (280 < 1,400 m2)",Greater London
1010018746,Morrisons,Morrisons Daily,Morrisons Daily Forestdale,76 Selsdon Park Road,,London,Forestdale,CR2 8JT,-0.0398293878668868,51.35074773792249,536599.5101386629,163120.06853396905,Rooftop,20209999.0,"< 3,013 ft2 (280m2)",Greater London
