GLUID,Retailer,Fascia,StoreName,Add1,Add2,Town,Locality,Postcode,LongWGS84,LatWGS84,EastingBNG,NorthingBNG,PQIflag,OpenDate
1010000097,Aldi,Aldi,Aldi Selsdon,232-236 Addington Road,Selsdon,London,Selsdon/South Croydon,CR28LE,-0.059112,51.3449,535272.55,162438.13,1,
1010000205,Aldi,Aldi,Aldi Ilford,High Road,Seven Kings,London,Seven Kings,IG38RS,0.104836,51.5651,545985.72,187245.42,1,
1010000315,Aldi,Aldi,Aldi North Finchley,Ballards Lane,North Finchley,London,North Finchley,N120ER,-0.176925,51.6128,526326.11,192018.86,1,
1010000316,Aldi,Aldi,"Aldi Tottenham, London",570-592 High Road,Tottenham,London,Bruce Grove,N179TA,-0.067977,51.596,533918.37,190343.54,1,
1010000362,Aldi,Aldi,Aldi London,142-162 Kilburn High Road,,London,Kilburn,NW64JD,-0.196047,51.5406,525200.35,183956.02,1,
1010000363,Aldi,Aldi,"Aldi Kingsbury, London",632-640 Kingsbury Road,Kingsbury,London,Kingsbury,NW99HN,-0.27992,51.5852,519267.46,188779.41,1,
1010000404,Aldi,Aldi,Aldi Romford,45 Market Place,,London,Romford,RM13AB,0.182225,51.58,551299.72,189054.15,1,
1010000405,Aldi,Aldi,Aldi Upminster,119-129 St Mary┤s Lane,,London,Upminster,RM142QB,0.248424,51.5564,555966.71,186568.64,1,
1010000407,Aldi,Aldi,Aldi Romford,7-9 Marlborough Road,,London,Romford,RM78AD,0.163312,51.5816,549984.14,189194.32,1,
1010000408,Aldi,Aldi,Aldi Dagenham,Unit 1A Ripple Road,,London,Dagenham,RM96SJ,0.14485,51.5309,548870.52,183517.78,1,
1010000434,Aldi,Aldi,Aldi London,840 Old Kent Road,,London,Peckham,SE151NQ,-0.055657,51.4787,535118.28,177325.92,1,
1010000435,Aldi,Aldi,Aldi Anerley,97 Croydon Road,Anerley,London,Anerley,SE207SX,-0.059054,51.4085,535089.21,169516.28,1,
1010000436,Aldi,Aldi,Aldi Thamesmead,Central Way,,London,Thamesmead,SE288DT,0.106143,51.506,546265.5,180676.07,1,
1010000437,Aldi,Aldi,Aldi Catford,Rushey Green,,London,Catford,SE64JD,-0.017712,51.4486,537843.66,174048.99,1,
1010000497,Aldi,Aldi,Aldi Feltham,76-86 High Street,,London,Feltham,TW134DD,-0.411998,51.4439,510458.56,172854.59,1,
1010000498,Aldi,Aldi,Aldi Hounslow,Hospital Road,,London,Hounslow,TW33HY,-0.372069,51.4676,513174.75,175551.99,1,
1010000499,Aldi,Aldi,Aldi Yiewsley,High Street,West Drayton,London,Yiewsley,UB77QN,-0.474278,51.5144,505967.07,180608.69,1,
1010000617,Asda,Asda,Asda Wallington Superstore,Marlow Way,Croydon,London,Beddington,CR04XS,-0.130158,51.3768,530234.36,165859.44,1,
1010000627,Asda,Asda,Asda Belvedere Superstore,Station Road,Belvedere,London,Belvedere,DA176DF,0.154431,51.4915,549664.09,179154.59,1,
1010000628,Asda,Asda,Asda Bexleyheath Superstore,The Broadway,Bexleyheath,London,Bexleyheath,DA67BN,0.142601,51.4575,548953.57,175349.91,1,
1010000647,Asda,Asda,Asda Leyton Mills Superstore,Marshall Road,,London,Leyton,E105NH,-0.009039,51.5563,538120.35,186044.98,1,
1010000648,Asda,Asda,Asda Isle Of Dogs Superstore,151 East Ferry Road,Isle Of Dogs,London,Cubitt Town,E143BT,-0.013075,51.4939,538029.15,179093.95,1,
1010000649,Asda,Asda,Asda Beckton Superstore,Tollgate Road,Beckton,London,Beckton,E64JP,0.057803,51.515,542882.87,181581.67,1,
1010000675,Asda,Asda,Asda Wembley Superstore,Forty Lane,Wembley,London,Wembley Park,HA99EX,-0.27577,51.5647,519608.78,186504.81,1,
1010000684,Asda,Asda,Asda Barking Superstore,Station Parade Vicarage Field Shopping Centre,Ripple Road,London,Barking,IG118DJ,0.081865,51.5382,544478.94,184206.84,1,
1010000734,Asda,Asda,Asda Edmonton Green Superstore,1 West Mall,Edmonton,London,Upper Edmonton,N90AL,-0.059552,51.6224,534423.72,193301.84,1,
1010000761,Asda,Asda,Asda Park Royal Superstore,2-20 Western Road,Park Royal,London,North Acton,NW107LW,-0.270258,51.5286,520085.78,182498.25,1,
1010000762,Asda,Asda,Asda Colindale Superstore,Capitol Way Off Edgeware Road,Colindale,London,Colindale,NW90AS,-0.261061,51.594,520550.62,189792.7,1,
1010000785,Asda,Asda,Asda Romford Superstore,Dolphin Approach,Mercury Gardens,London,Romford,RM13EE,0.185586,51.5794,551534.51,188997.35,1,
1010000787,Asda,Asda,Asda Chadwell Heath Superstore,Whalebone Lane,Chadwell Heath,London,Becontree Heath,RM81BB,0.143187,51.5659,548641.01,187409.16,1,
1010000788,Asda,Asda,Asda Dagenham Superstore,Merrielands Crescent,Dagenham,London,Dagenham,RM96SJ,0.142416,51.53,548704.57,183414.11,1,
1010000796,Asda,Asda,Asda Old Kent Road Superstore,464-504 Old Kent Road,,London,Peckham,SE15AG,-0.069986,51.4846,534105.94,177958.65,1,
1010000797,Asda,Asda,Asda Charlton Superstore,Bugsby Way,Charlton,London,Charlton,SE77ST,0.022201,51.4887,540493.76,178582.69,1,
1010000803,Asda,Asda,Asda Sutton Superstore,St Nicolas Way,Sutton,London,Sutton,SM11LD,-0.195254,51.367,525730.99,164655.56,1,
1010000817,Asda,Asda,Asda Clapham Junction Superstore,204 Lavender Hill,Battersea,London,Clapham Junction,SW111JG,-0.164879,51.4655,527571.11,175657.56,1,
1010000818,Asda,Asda,Asda Roehampton Superstore,31 Roehampton Vale,,London,Putney Vale,SW153DT,-0.245866,51.4396,522014.77,172642.91,1,
1010000833,Asda,Asda,Asda Feltham Superstore,Tiiley Road,Feltham,London,Feltham,TW134BH,-0.412149,51.4468,510441.12,173175.17,1,
1010000834,Asda,Asda,Asda Hounslow Superstore,High Street,Off Kingsley Road and Cecil Road,London,Hounslow,TW31JT,-0.361382,51.4711,513908.29,175956.42,1,
1010000869,Asda,Asda Living,Asda Living Tottenham,Unit 4 Tottenham Hale Retail Park,Broad Lane,London,Tottenham Hale,N154QD,-0.06094,51.5872,534431.71,189377.34,1,
1010000913,Asda,ASDA Supercentre,Asda Southgate Circus Supercentre,130 Chase Side,,London,Southgate,N145PW,-0.131272,51.6343,529425.65,194491.82,1,
1010000963,Asda,ASDA Supermarket,Asda Mitcham Supermarket,St James Estate Bond Road,Mitcham,London,Mitcham,CR43EB,-0.168273,51.4074,527496.88,169192.95,1,
1010000968,Asda,ASDA Supermarket,Asda Bexleyheath Crook Log Supermarket,13-15 Crook Log,Bexleyheath,London,Bexleyheath,DA68EQ,0.130158,51.4583,548086.56,175413.04,1,
1010000987,Asda,ASDA Supermarket,Asda Walthamstow Supermarket,19 Selbourne Walk Shopping Centre,Walthamstow,London,Walthamstow,E177LS,-0.024497,51.5829,536969.07,188968.3,1,
1010000988,Asda,ASDA Supermarket,Asda Stamford Hill Supermarket,158 Clapton Common,Stamford Hill,London,Stamford Hill,E59AG,-0.071017,51.5736,533773.63,187844.8,1,
1010000992,Asda,ASDA Supermarket,Asda Ponders End Supermarket,67 High Street,Ponders End,London,Ponders End,EN34EF,-0.045887,51.6415,535313.0,195442.73,1,
1010000997,Asda,ASDA Supermarket,Asda South Harrow Supermarket,469-491 Northolt Road,South Harrow,London,South Harrow,HA28JN,-0.360865,51.5577,513728.37,185593.03,1,
1010001008,Asda,ASDA Supermarket,Asda Kingston On Thames Supermarket,142 London Road,Kingston Upon Thames,London,Norbiton,KT26QL,-0.290086,51.4112,519015.37,169410.03,1,
1010001042,Asda,ASDA Supermarket,Asda Tottenham High Road Supermarket,490 High Road,Tottenham,London,Bruce Grove,N179JF,-0.069098,51.5936,533847.65,190078.83,1,
1010001084,Asda,ASDA Supermarket,Asda Peckham Supermarket,Rye Lane,Peckham,London,Peckham Rye,SE154NB,-0.067379,51.4675,534337.32,176054.78,1,
1010001112,Asda,ASDA Supermarket,Asda Twickenham Supermarket,Ivy Bridge Retail Park,Twickenham,London,Isleworth,TW77DY,-0.331973,51.4592,515980.75,174687.4,1,
1010001173,Budgens,Budgens,Bickley,209-211 Southborough Lane,,London,Southborough : Bromley,BR28AR,0.049843,51.3901,542719.48,167675.04,1,
1010001192,Budgens,Budgens,Whitechapel East,287-289 Whitechapel Road,Whitechapel,London,Whitechapel,E11BY,-0.059271,51.5195,534747.0,181857.0,1,
1010001193,Budgens,Budgens,Bow,383-387 Mile End Road,Bow,London,Mile End,E34QS,-0.035515,51.525,536378.69,182511.09,1,
1010001194,Budgens,Budgens,Chingford Station Rd,4 Station Road,,London,Chingford,E47BE,0.003649,51.6315,538770.64,194430.83,1,
1010001195,Budgens,Budgens,Tysoe Street,1-7 Tysoe Street,,London,Clerkenwell,EC1R4SA,-0.108752,51.5263,531294.64,182525.81,1,
1010001196,Budgens,Budgens,Enfield,70 Lancaster Road,,London,Gordon Hill,EN20BX,-0.079666,51.6635,532911.37,197831.93,1,
1010001197,Budgens,Budgens,East Barnet,233 East Barnet Road,,London,East Barnet,EN48SS,-0.164512,51.6432,527100.37,195427.83,1,
1010001213,Budgens,Budgens,Ruislip Manor,47-49 Victoria Road,,London,Ruislip Manor,HA49AB,-0.41224,51.5724,510131.58,187151.55,1,
1010001214,Budgens,Budgens,Eastcote,127-129 Field End Road,Eastcote,London,Eastcote,HA51QH,-0.398997,51.5791,511032.92,187918.45,1,
1010001219,Budgens,Budgens,Woodford,109 Snakes Lane,,London,Woodford,IG80DY,0.032262,51.607,540826.5,191762.75,1,
1010001227,Budgens,Budgens,Chessington,324 Hook Road,,London,Chessington,KT91NU,-0.307265,51.3673,517933.26,164506.73,1,
1010001241,Budgens,Budgens,Islington,213-215 Upper Street,Islington,London,Barnsbury,N11RL,-0.103633,51.5435,531600.26,184441.48,1,
1010001242,Budgens,Budgens,Angel,47-49 Packington Street,Islington,London,Islington,N17FZ,-0.096237,51.5362,532134.2,183643.47,1,
1010001243,Budgens,Budgens,Holloway Road,625-627 Holloway Road,,London,Upper Holloway,N195SS,-0.131491,51.5642,529609.92,186691.15,1,
1010001244,Budgens,Budgens,East Finchley,71 High Road,,London,East Finchley,N28AQ,-0.164445,51.5897,527254.65,189472.41,1,
1010001245,Budgens,Budgens,Tufnell Park,Tufnell Park Road,,London,Tufnell Park,N70EA,-0.131767,51.5576,529609.35,185963.03,1,
1010001246,Budgens,Budgens,Crouch End,23 The Broadway,,London,Crouch End,N88DU,-0.124172,51.5791,530074.52,188366.33,1,
1010001259,Budgens,Budgens,Swiss Cottage,2-4 Winchester Road,Swiss Cottage,London,Swiss Cottage,NW33NT,-0.171716,51.5429,526881.17,184252.12,1,
1010001260,Budgens,Budgens,Belsize Park,199-205 Haverstock Hill,Belsizes Park,London,Belsize Park,NW34QG,-0.165716,51.5506,527275.63,185125.46,1,
1010001281,Budgens,Budgens,Brockley Road,400-406 Brockley Road,Crofton Park,London,Honor Oak Park,SE42DH,-0.038327,51.4536,536396.46,174563.51,1,
1010001298,Budgens,Budgens,Moyser Road,99-105 Moyser Road,Streatham,London,Furzedown,SW166SJ,-0.148243,51.4251,528840.2,171193.48,1,
1010001299,Budgens,Budgens,Parsons Green,57-69 Parsons Green Lane,Fulham,London,Parsons Green,SW64JA,-0.2005,51.4749,525071.2,176641.7,1,
1010001300,Budgens,Budgens,Fulham,227-233 Munster Road,Fulham,London,Fulham,SW66BT,-0.212481,51.4803,524224.53,177222.69,1,
1010001305,Budgens,Budgens,Teddington,31-33 High Street,,London,Teddington,TW118ET,-0.332363,51.4272,516034.67,171129.62,1,
1010001309,Budgens,Budgens,Praed Street,171-173 Praed Street,Paddington,London,Paddington,W21RH,-0.175164,51.5156,526717.63,181217.97,1,
1010001310,Budgens,Budgens,Chiswick,4-6 Fauconberg Road,Chiswick,London,Chiswick,W43JY,-0.271612,51.4866,520102.08,177830.24,1,
1010001311,Budgens,Budgens,Ealing Station,7 Ealing Broadway Station,,London,Ealing,W52NU,-0.301805,51.5148,517933.29,180909.69,1,
1010001349,Marks And Spencer,Marks And Spencer,Bromley,123 High Street,,London,Bromley,BR11JL,0.015854,51.4039,540312.64,169143.97,1,
1010001350,Marks And Spencer,Marks And Spencer,Orpington Nugent Park,Nugent Park,Cray Avenue,Orpington,St Paul's Cray,BR53RP,0.112973,51.3938,547099.73,168205.81,1,
1010001383,Marks And Spencer,Marks And Spencer,Croydon,116 North End,,London,Croydon,CR91SH,-0.101503,51.3775,532226.52,165986.73,1,
1010001396,Marks And Spencer,Marks And Spencer,Bexleyheath,55 The Broadway,,London,Bexleyheath,DA67JN,0.147464,51.4558,549296.72,175176.29,1,
1010001412,Marks And Spencer,Marks And Spencer,Stratford City London,Unit D3 Westfield Shopping Centre,Stratford,London,Stratford,E201EH,-0.005009,51.5422,538442.47,184486.21,1,
1010001413,Marks And Spencer,Marks And Spencer,Hackney,351 Mare Street,,London,Hackney,E81JB,-0.055356,51.5475,534935.89,184975.78,1,
1010001414,Marks And Spencer,Marks And Spencer,Finsbury Pavement,70 Finsbury Pavement,Moorgate,London,Shoreditch,EC2A1SA,-0.087096,51.5195,532816.77,181800.48,1,
1010001415,Marks And Spencer,Marks And Spencer,Fenchurch St,168 Fenchurch Street,,London,Aldgate,EC3M6DE,-0.084335,51.512,533030.15,180970.93,1,
1010001421,Marks And Spencer,Marks And Spencer,Enfield,54 Shopping Precinct,Palace Gardens,London,Enfield Town,EN26SN,-0.082785,51.6509,532732.45,196425.39,1,
1010001439,Marks And Spencer,Marks And Spencer,Harrow,31 St Anns Road,,London,Harrow,HA11NB,-0.335748,51.5811,515410.39,188228.2,1,
1010001440,Marks And Spencer,Marks And Spencer,Edgware Broadwalk,Unit D Broadwalk Centre,Station Road,London,Edgware,HA87BD,-0.274843,51.6123,519548.04,191802.35,1,
1010001449,Marks And Spencer,Marks And Spencer,Ilford,135 High Road,,London,Ilford,IG11DE,0.072197,51.559,543743.13,186496.04,1,
1010001461,Marks And Spencer,Marks And Spencer,Kingston,26 Clarence Street,,London,Kingston Upon Thames,KT11NU,-0.304007,51.4102,518049.85,169273.83,1,
1010001492,Marks And Spencer,Marks And Spencer,Islington,5 Liverpool Road,,London,Angel,N10RR,-0.106714,51.5333,531416.01,183301.28,1,
1010001493,Marks And Spencer,Marks And Spencer,Wood Green,46 High Road,,London,Wood Green,N226BX,-0.104841,51.5922,531376.13,189855.39,1,
1010001494,Marks And Spencer,Marks And Spencer,Holloway Rd,422 Holloway Road,,London,Holloway,N76QD,-0.118175,51.5574,530552.05,185965.1,1,
1010001512,Marks And Spencer,Marks And Spencer,Brent Cross,Brent Cross Shopping Centre,Hendon,London,Brent Cross,NW43FE,-0.22505,51.5759,523093.87,187832.66,1,
1010001545,Marks And Spencer,Marks And Spencer,Romford,39 South Street,,London,Romford,RM11NT,0.181949,51.5774,551289.14,188768.02,1,
1010001559,Marks And Spencer,Marks And Spencer,Lewisham,122 High Street,,London,Lewisham,SE136JG,-0.011612,51.4618,538227.72,175524.71,1,
1010001560,Marks And Spencer,Marks And Spencer,Walworth Rd,311 Walworth Road,,London,Walworth,SE172TG,-0.094706,51.487,532382.85,178174.79,1,
1010001561,Marks And Spencer,Marks And Spencer,Eltham,115 Eltham High Street,,London,Eltham,SE91TQ,0.0551,51.4508,542895.76,174437.81,1,
1010001570,Marks And Spencer,Marks And Spencer,Sutton,146 High Street,,London,Sutton,SM11NQ,-0.192453,51.3642,525933.72,164346.3,1,
1010001586,Marks And Spencer,Marks And Spencer,Clapham,45 St Johns Road,,London,Clapham Junction,SW111QP,-0.167261,51.4621,527414.92,175283.19,1,
1010001587,Marks And Spencer,Marks And Spencer,Putney,59 Putney High Street,Putney,London,East Putney,SW151SP,-0.214927,51.4641,524098.45,175422.76,1,
1010001588,Marks And Spencer,Marks And Spencer,Merton,1 Merton High Street,Colliers Wood,London,Collier's Wood,SW191DD,-0.181393,51.4149,526563.75,170002.69,1,
1010001589,Marks And Spencer,Marks And Spencer,Cardinal Place Victoria,Cardinal Place,Victoria Street,London,St James's Park,SW1E5JE,-0.141283,51.4979,529118.29,179310.88,1,
1010001590,Marks And Spencer,Marks And Spencer,Kings Rd,85 Kings Road,Chelsea,London,Chelsea,SW34NX,-0.164756,51.4887,527514.77,178244.12,1,
1010001591,Marks And Spencer,Marks And Spencer,Brixton Rd,446 Brixton Road,,London,Brixton,SW98ED,-0.115145,51.4633,531031.6,175507.72,1,
1010001611,Marks And Spencer,Marks And Spencer,Richmond,13 George Street,,London,Richmond,TW91JY,-0.305467,51.4599,517820.44,174799.95,1,
1010001612,Marks And Spencer,Marks And Spencer,Kew,Kew Retail Park,Mortlake Road,London,Kew,TW94AD,-0.278558,51.4776,519643.52,176811.42,1,
1010001613,Marks And Spencer,Marks And Spencer,Uxbridge,54 High Street,,London,Uxbridge,UB81TL,-0.480647,51.5464,505451.17,184160.94,1,
1010001614,Marks And Spencer,Marks And Spencer,White City,Westfield Shopping Centre,Ariel Way,London,Shepherd's Bush,W127GA,-0.220345,51.5084,523602.44,180337.7,1,
1010001615,Marks And Spencer,Marks And Spencer,Marble Arch,458 Oxford Street,,London,Marylebone,W1C1AP,-0.154473,51.5142,528157.32,181092.61,1,
1010001616,Marks And Spencer,Marks And Spencer,Pantheon,173 Oxford Street,,London,Soho,W1D2JR,-0.138136,51.5153,529287.65,181246.49,1,
1010001617,Marks And Spencer,Marks And Spencer,Edgware Rd,258 Edgware Road,,London,Marylebone,W21DU,-0.168955,51.5195,527137.6,181661.78,1,
1010001618,Marks And Spencer,Marks And Spencer,Ealing Broadway,69-79 The Broadway,Ealing,London,Ealing,W55JW,-0.303792,51.513,517799.94,180711.41,1,
1010001619,Marks And Spencer,Marks And Spencer,Hammersmith,27 King Street,,London,Hammersmith,W69XW,-0.226222,51.4925,523237.4,178563.58,1,
1010001620,Marks And Spencer,Marks And Spencer,Kensington,113 Kensington High Street,,London,Kensington,W85SQ,-0.19199,51.5011,525590.27,179569.47,1,
1010001626,Marks And Spencer,Marks And Spencer,Covent Garden,107-115 Long Acre,Covent Garden,London,Covent Garden,WC2E9NT,-0.124582,51.5133,530233.81,181044.19,1,
1010001654,Marks And Spencer,Marks And Spencer BP,Widmore Bromley BP,133-135 Widmore Road,,London,Widmore,BR13AX,0.028383,51.4068,541175.0,169493.82,1,
1010001655,Marks And Spencer,Marks And Spencer BP,Downham Bromley BP,411 Bromley Road,,London,Southend,BR14PJ,-0.006089,51.4262,538719.09,171579.01,1,
1010001656,Marks And Spencer,Marks And Spencer BP,Rosetta Orpington BP,391 Crofton Road,,Orpington,Locksbottom,BR68NL,0.055723,51.3669,543200.77,165109.96,1,
1010001657,Marks And Spencer,Marks And Spencer BP,Orpington By Pass BP,Court Road,,Orpington,Chelsfield,BR69DA,0.110717,51.364,547038.03,164892.63,1,
1010001668,Marks And Spencer,Marks And Spencer BP,Mitcham Rd BP,3 Mitcham Road,,London,Waddon,CR03RN,-0.111199,51.3789,531547.66,166130.51,1,
1010001669,Marks And Spencer,Marks And Spencer BP,Shirley BP,179 Shirley Road,,London,Shirley,CR08SS,-0.058918,51.3763,535193.5,165934.58,1,
1010001670,Marks And Spencer,Marks And Spencer BP,Addington Croydon BP,215 Selsdon Park Road,,London,Forestdale,CR28JH,-0.038073,51.3533,536712.52,163418.6,1,
1010001677,Marks And Spencer,Marks And Spencer BP,Bypass BP,Edgington Way,,London,Foots Cray,DA145AD,0.125263,51.4144,547888.2,170522.14,1,
1010001680,Marks And Spencer,Marks And Spencer BP,Leyton BP,666 High Road,,London,Leyton,E106JP,-0.007951,51.5703,538153.3,187605.46,1,
1010001681,Marks And Spencer,Marks And Spencer BP,Walthamstow BP,16 North Circular Road A406,,London,South Chingford,E48QE,-0.03028,51.6079,536493.58,191734.25,1,
1010001706,Marks And Spencer,Marks And Spencer BP,Bessborough BP,13-21 Bessborough Road,HA1 3BS,London,Harrow,HA13BS,-0.341611,51.5789,515009.57,187981.85,1,
1010001707,Marks And Spencer,Marks And Spencer BP,Bury St BP,Bury Street,,London,Ruislip Common,HA47TW,-0.436551,51.5881,508409.64,188855.64,1,
1010001710,Marks And Spencer,Marks And Spencer BP,Greengate Ilford BP,709 Eastern Avenue,Newbury Park,London,Newbury Park,IG27RH,0.085511,51.5741,544617.89,188206.9,1,
1010001720,Marks And Spencer,Marks And Spencer BP,Rushett Chessington BP,Leatherhead Road,,Malden Rushett,,KT92NH,-0.319382,51.3382,517164.13,161244.12,1,
1010001733,Marks And Spencer,Marks And Spencer BP,Pinkham Way Southgate BP,Pinkham Way,North Circular Road,London,Bounds Green,N112UU,-0.136959,51.6104,529099.75,191828.46,1,
1010001734,Marks And Spencer,Marks And Spencer BP,Byron Finchley BP,407 High Road,,London,Finchley,N120AP,-0.17476,51.601,526508.8,190709.79,1,
1010001744,Marks And Spencer,Marks And Spencer BP,Finchley Ln BP,14 Finchley Road,,London,Hendon,NW41DL,-0.220609,51.5893,523365.25,189333.74,1,
1010001745,Marks And Spencer,Marks And Spencer BP,Watford Way BP,Watford Way A1,,London,Mill Hill,NW72PT,-0.241992,51.6154,521814.2,192201.09,1,
1010001746,Marks And Spencer,Marks And Spencer BP,Blackbird BP,Brent Cross,,London,Wembley Park,NW98SD,-0.264458,51.565,520392.11,186553.64,1,
1010001769,Marks And Spencer,Marks And Spencer BP,Hornchurch BP,Southend Arterial Road,,London,Emerson Park,RM113UJ,0.240422,51.5798,555332.37,189152.12,1,
1010001772,Marks And Spencer,Marks And Spencer BP,Trafalgar Greenwich BP,43-53 Trafalgar Road,,London,Greenwich,SE109TS,-0.000851,51.4838,538908.21,177999.31,1,
1010001773,Marks And Spencer,Marks And Spencer BP,Lee Lewisham BP,193-205 Lee High Road,,London,Blackheath,SE135PQ,0.004506,51.4588,539356.47,175221.71,1,
1010001774,Marks And Spencer,Marks And Spencer BP,Newington BP,197-211 New Kent Road,Elephant and Castle,London,Elephant and Castle,SE14AG,-0.090459,51.4944,532656.33,179002.23,1,
1010001775,Marks And Spencer,Marks And Spencer BP,Mottingham BP,21 Mottingham Road,,London,Mottingham,SE94QN,0.043075,51.4378,542100.84,172961.47,1,
1010001782,Marks And Spencer,Marks And Spencer BP,Wrythe Carshalton BP,Green Wrythe Lane,,London,The Wrythe,SM52DR,-0.166603,51.3723,527710.67,165290.67,1,
1010001783,Marks And Spencer,Marks And Spencer BP,Cambridge Rd Carshalton BP,322-332 Carshalton Road,Carshalton,London,Carshalton,SM53QB,-0.172356,51.3629,527336.34,164234.58,1,
1010001794,Marks And Spencer,Marks And Spencer BP,Trinity Rd Wandsworth BP,Tooting Bec,,London,Tooting Bec,SW177HW,-0.161365,51.4371,527894.27,172513.77,1,
1010001795,Marks And Spencer,Marks And Spencer BP,Wandsworth BP,11 Swandon Way,Wandsworth,London,Wandsworth,SW181EW,-0.188235,51.462,525958.41,175229.29,1,
1010001796,Marks And Spencer,Marks And Spencer BP,Wimbledon Chase BP,314 Kingston Road,,London,Wimbledon Chase,SW208LR,-0.214258,51.4087,524295.32,169256.5,1,
1010001804,Marks And Spencer,Marks And Spencer BP,Cranford Hounslow BP,2 Burns Way,Cranford Roundabout,London,Heston,TW59BA,-0.396043,51.476,511488.97,176456.83,1,
1010001805,Marks And Spencer,Marks And Spencer BP,Hillingdon BP,Uxbridge Road,,London,Hillingdon Heath,UB100LQ,-0.451921,51.5327,507475.21,182679.13,1,
1010001806,Marks And Spencer,Marks And Spencer BP,Northolt Pk BP,Northolt Park Convenience Store,,London,Northolt,UB54NP,-0.36097,51.5563,513724.74,185430.99,1,
1010001807,Marks And Spencer,Marks And Spencer BP,Perivale Greenford BP,Perivale Greenford Ub6 8St,,London,Greenford,UB68ST,-0.346624,51.535,514772.67,183087.52,1,
1010001808,Marks And Spencer,Marks And Spencer BP,Shepherds Bush BP,Shepherd Bush Green,,London,Shepherd's Bush,W128PP,-0.221636,51.5034,523526.43,179775.32,1,
1010001809,Marks And Spencer,Marks And Spencer BP,Western Avenue BP,610-612 Western Avenue,,London,North Acton,W30TE,-0.277684,51.5269,519575.14,182296.96,1,
1010001810,Marks And Spencer,Marks And Spencer BP,Gunnersbury Park BP,Gunnersbury Avenue,North Ealing,London,South Acton,W54LR,-0.286066,51.501,519061.17,179403.13,1,
1010001811,Marks And Spencer,Marks And Spencer BP,Hammersmith Flyover BP,171 Talgarth Road,Hammersmith,London,Hammersmith,W68BJ,-0.218276,51.4906,523794.22,178359.64,1,
1010001812,Marks And Spencer,Marks And Spencer BP,Cromwell Sth BP,Great West Road,,London,Ravenscourt Park,W69TQ,-0.238667,51.4911,522377.43,178378.65,1,
1010001819,Marks And Spencer,Marks And Spencer Food Outlet,Hounslow Food Outlet,153 High Street,,London,Hounslow,TW31QL,-0.359694,51.469,514030.56,175734.29,1,
1010001875,Marks And Spencer,Marks And Spencer Outlet,Wembley Outlet,Unit 2- 35 London Designer Outlet Centre,,London,Wembley Park,HA90TG,-0.284937,51.557,518993.45,185637.58,1,
1010001906,Marks And Spencer,Marks And Spencer Simply Food,Beckenham SF,44-46 High Street,,London,Beckenham,BR31AY,-0.025555,51.4093,537416.61,169659.68,1,
1010001907,Marks And Spencer,Marks And Spencer Simply Food,West Wickham SF,92-100 High Street,,London,West Wickham,BR40NF,-0.019026,51.3767,537968.37,166056.5,1,
1010001941,Marks And Spencer,Marks And Spencer Simply Food,Canary Wharf SF,Jubilee Place,45 Bank Street,London,Canary Wharf,E145NY,-0.017954,51.5024,537665.01,180025.2,1,
1010001942,Marks And Spencer,Marks And Spencer Simply Food,South Woodford SF,George Lane,,London,South Woodford,E181AY,0.024191,51.5941,540307.48,190308.33,1,
1010001943,Marks And Spencer,Marks And Spencer Simply Food,Liverpool St Arcade SF,Liverpool St Unit 19-23 The Arcade,,London,Moorgate,EC2M7QH,-0.082575,51.5172,533137.0,181557.0,1,
1010001944,Marks And Spencer,Marks And Spencer Simply Food,Paternoster Square SF,Retail Unit 1 Juxon House,Avemaria Lane,London,St Pauls,EC4M7DX,-0.100442,51.514,531906.62,181169.87,1,
1010001945,Marks And Spencer,Marks And Spencer Simply Food,New Change SF,3A One New Change,,London,St Pauls,EC4M9AF,-0.095404,51.514,532256.24,181176.58,1,
1010001949,Marks And Spencer,Marks And Spencer Simply Food,Enfield A10 SF,Unit 5 Enfield Retail Park,Enfield,London,Southbury,EN13RR,-0.057002,51.6544,534505.69,196861.3,1,
1010001970,Marks And Spencer,Marks And Spencer Simply Food,Ruislip SF,81-83 Ruislip High Street,,London,Ruislip,HA48JB,-0.423941,51.5742,509316.47,187329.45,1,
1010001971,Marks And Spencer,Marks And Spencer Simply Food,Pinner SF,4 Bishops Walk,,London,Pinner,HA55QQ,-0.381479,51.5945,512208.81,189654.08,1,
1010001989,Marks And Spencer,Marks And Spencer Simply Food,Tolworth SF,67-73 The Broadway,Tolworth Towers,London,Tolworth,KT59EN,-0.280742,51.3801,519746.16,165971.25,1,
1010001990,Marks And Spencer,Marks And Spencer Simply Food,Surbiton SF,78 Victoria Road,,London,Surbiton,KT64NS,-0.305412,51.3925,517997.6,167306.26,1,
1010002008,Marks And Spencer,Marks And Spencer Simply Food,Muswell Hill SF,126-138 The Broadway,Muswell Hill,London,Muswell Hill,N103RU,-0.143333,51.5903,528715.41,189573.62,1,
1010002009,Marks And Spencer,Marks And Spencer Simply Food,Southgate SF,Winchmore Hill Road,Southgate,London,Southgate,N146AQ,-0.125265,51.6335,529843.5,194417.12,1,
1010002010,Marks And Spencer,Marks And Spencer Simply Food,Whetstone SF,1430 High Road,Whetstone,London,Oakleigh Park,N209DR,-0.175589,51.6347,526357.66,194462.54,1,
1010002011,Marks And Spencer,Marks And Spencer Simply Food,Crouch End SF,The Exchange,71 Crouch End Hill,London,Crouch End,N88DB,-0.124729,51.5773,530041.12,188161.3,1,
